Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Grudge,Scene,/,Ghost,,Status,"3, 1 Target, Trigger ","You may only use Grudge as a Free Action when a Damaging Attack causes the user to faint. The Attacker becomes Cursed. An Enemy can only be affected by this Attack once per Scene. Sureshot"
Haunted Breeze,At-Will,3,Ghost,1d8+6 ,Spec,"6, 1 Target","All Enemies adjacent to the Target lose a Tick of Hit Points. Spirit Surge"
Haunting Aura,Scene x2,6,Ghost,,Status,"Burst 2, Versatile","All Targets have a -3 penalty to their next Save Check. If this Attack hits, they also become Suppressed. Friendly, Spirit Surge."
Haunting Visage,Scene,/,Ghost,,Spec,"6, 1 Target, Illusion","Choose a Damaging Attack that has been used by the Target this Scene. You may use the chosen Attack as if it was a Ghost Type Attack and may be used as if it were Physical or Special. Sureshot"
Hex,EOT,4,Ghost,2d8+10 ,Spec,"6, 1 Target","The Target loses a Tick of Hit Points for each Status Affliction they're affected by (Max 3)."
Last Respects,Scene,5,Ghost,1d8+8 ,Phys,"Melee, 1 Target","This Attack’s Damage Base is increased by +5 for each allied Combatant that fainted this Scene. If all of the user’s allies are fainted or the user is the last non-Fainted Pokemon of their corresponding Trainer’s Party, Last Respects has the Sureshot Keyword."
Lick,At-Will,2,Ghost,1d8+6 ,Phys,"Melee, 1 Target","On a roll of 17+, the Target becomes Paralyzed."
Malice,At-Will,/,Ghost,,Status,"6, 1 Target, Trigger","Upon being hit by a Physical or Special Attack, the user may use Malice as a Reaction. The triggering Target loses -1 CS in Attack if it was Physical or -1 CS in Special Attack if it was Special Category. Sureshot."
Night Shade,Scene x2,4,Ghost,,Status,"Burst 1 or Line 4; Versatile","The Target loses all of their Temporary Hit Points, a Tick of Hit Points, and an additional Tick for every Mental Affliction they have.  "
Nightmare,Scene x2,3,Ghost,,Status,"3, 1 Target","Nightmare can only hit Targets that are Drowsy. The Target gains a Nightmare Mark while they're Drowsy. While they have the Nightmare Mark, their Allies cannot cure them of the Drowsy Affliction. While they have the Nightmare Mark, whenever they fail a Save Check, they lose 1d4 Ticks of Hit Points. "
Ominous Wind,At-Will,5,Ghost,1d8+8 ,Spec,"4, Ranged Blast 2","If the Weather is Foggy, this has the Sureshot Keyword."
Phantom Force,Scene x2,2,Ghost,3d8+10 ,Phys,"Melee, 1 Target, Set-Up","Charge Effect: The user vanishes, leaving the Field and becoming Untargetable. When the User starts their turn with Charge Tokens, they immediately use Phantom Force’s Resolution Effect as a Standard Action. If they are unable to do so, they lose all Phantom Force Charge Tokens, reappear within 5m of their original space, and lose Untargetable.
Resolution Effect: Unstoppable, Sureshot. "
Phantom Fright,At-Will,3,Ghost,2d6+8 ,Spec,"Melee, 1 Target","If the user performs a Terrorize Maneuver against the Target this Round, the Maneuver has the Sureshot Keyword."
Phantom Fury,Scene x2,3,Ghost,3d12+10 ,Phys,"Melee, 1 Target ","If the Target is Flanked or the Weather is Foggy, they cannot apply Evasion against Phantom Fury."
Poltergeist,Scene x2,4,Ghost,2d6+10 ,Status,"5, Ranged Blast 3, Swift Action","Create a 3x3 Zone in the Range of this Attack which persists until you Faint. After this Attack resolves and at the end of each Round, You may Slide any number of Combatants, Hazards or interactable objects within GM discretion within this Zone up to 3m. If Combatants chosen this way pass a CR 3 Acrobatics or Athletics Check, they're unaffected."
Rage Fist,EOT,4,Ghost,2d8+10 ,Phys,"Melee, 1 Target","Each time the user is hit with a Damaging Attack, increase this Attack's Damage Base by +2 (Max 20) until the end of the Scene. If the user is Enraged, the Target cannot apply Physical Evasion against it."
Shadow Ball,EOT,4,Ghost,2d8+10 ,Spec,"8, 1 Target","On a roll of 17+, the Target loses -1 CS in Special Defense. Smite"
Shadow Bone,EOT,3,Ghost,2d10+10 ,Phys,"Melee, 1 Target","If the Target has an Affliction, they cannot apply Physical Evasion against this Attack."
Shadow Claw,EOT,5,Ghost,2d6+10 ,Phys,"Melee, Pass","Shadow Claw is a Critical Hit on a roll of 18+."
Shadow Punch,EOT,/,Ghost,2d6+8 ,Phys,"4, 1 Target, Punch","Sureshot."
Shadow Realm,Scene x2,/,Ghost,,Status,"Field, Versatile, Weather","The Field becomes Shadowed for the next 5 Rounds. While the Field is Shadowed, non Ghost Type Enemies lose a Tick of Hit Points at the start of their Turn and Ghost Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn. While the Field is Shadowed, the Weather becomes Foggy."
Shadow Sneak,At-Will,2,Ghost,1d8+6 ,Phys,"Melee, 1 Target, Priority","--"
Soul Drain,EOT,4,Ghost,2d6+8 ,Spec,"4, 1 Target","If the Target is Cursed or Suppressed, Soul Drain may be used as a Full Action. When used this way, the user is cured of a Status Affliction, then the Target is cured of one of those Afflictions of your choice. Drain."
Spectral Flame,Scene x2,4,Ghost,2d8+10 ,Spec,"6, 1 Target","On a roll of 17+, the Target becomes Burned. Spectral Flame may be used as a Full Action to be treated as if it were a Fire Type Attack."
Spectral Storm,Scene x2,6,Ghost,3d10+10 ,Spec,"8, Ranged Blast 3, Full Action","On a roll of 16+, all Targets become Suppressed. If the Weather is Foggy this has the Smite Keyword. If a Target is Cursed, they’ cannot apply Evasion against this Attack. "
Spirit Shackle,EOT,6,Ghost,2d8+10 ,Phys,"3, 2 Targets, Full Action","The Target becomes Trapped. If the Weather is Foggy, Spirit Shackle loses the Full Action Keyword. Spirit Surge"
Spite,Scene x2,/,Ghost,,Status,"4, 1 Target, Trigger ","Spite can only be used as a Reaction whenever the user is hit by an Attack. The Triggering Enemy becomes Suppressed after the Attack’s Resolution."
Spiteful Fury,EOT,3,Ghost,1d8+6 ,Phys,"Melee, 1 Target","Whenever the user misses an Attack or is hit by an Attack during this Scene, increase the Damage Base of Spiteful Fury by +2 for the rest of the Scene. (Max 12)."
Terrify,EOT,4,Ghost,2d10+10 ,Spec,"4, 1 Target","If the Weather is Foggy or the Target is Flanked, the user may perform a Terrorize Manuever against the target as a Free Action. If used this way, Terrorize automatically hits."
Tormenting Spirits,Scene x2,4,Ghost,2d6+8 ,Spec,"4, Ranged Blast 2","After this Attack resolves, create a Zone within the Range of the Attack. Enemies within this Zone cannot cure Mental Afflictions. Unless the Weather is Foggy, this Zone lasts until you use a Reaction, use an Attack or Faint. Spirit Surge"
Trick-or-Treat,Scene x2 ,5,Ghost,,Status,"Burst 2","Choose a Trick to apply to each Enemy listed below, then choose a Treat to apply to each Ally listed below.
- The Target becomes Cursed (Trick)
- The Target sets a Stat of your choice to -1 CS (Trick)
- The Target restores 2 Ticks of Hit Points (Treat)
- The Target gains +1 CS in a Stat of your Choice (Treat)"
Vengeance,Scene x2,4,Ghost,2d6+10 ,Phys,"Melee, 1 Target","Since your last Turn, if the Target inflicted a Status Affliction on you or caused an Ally to Faint, Vengeance's Damage Base becomes 13. "
Wrathful Blitz,Scene x2,3,Ghost,4d10+10 ,Phys,"Melee, Dash, Recoil 1/3, Reckless","If the Dash Keyword is Activated or if the user has a Mental Affliction, the Target cannot apply Physical Evasion against Wrathful Blitz."
Absorb,At-Will,4,Grass,1d8+6 ,Spec,"4, 1 Target ","Drain."
Apple Acid,EOT,6,Grass,2d8+10 ,Spec,"Close Blast 2 ","On an Even Roll, all Targets become Poisoned. On an Odd Roll, all Targets lose -2 CS in Special Defense. Spirit Surge."
Aromatherapy,Scene x2,/,Grass,,Status,"Burst 1, Healing, Versatile","The user and all allies in this Range are cured of one Status Affliction of their choice. This may also be used as a Full Action to treat its range as Burst 2 instead."
Branch Poke,At-Will,2,Grass,1d8+6 ,Phys,"2, 1 Target","On a roll of 17+, the Target becomes Wounded."
Bullet Seed,EOT,5,Grass,1d8+6 ,Phys,"6, 1 Target","If Bullet Seed hits at least 4 times, the Target becomes Wounded. Five Strike"
Burn Powder,Scene x2,5,Grass,,Status,"6, Ranged Blast 2, Hazard, Versatile","The Target becomes Burned. Powder Hazards may then be set on the spaces in the range of this Attack until the end of the next Round. Whenever an Enemy triggers this Hazard they become Burned or lose a Tick of Hit Points if they're already Burned. 

Powder Hazard - Whenever an Enemy passes through or ends their turn on a Powder Hazard the Effect listed is applied. Users with the Breathless Capability ignore this Hazard."
Chloroblast,Scene,7,Grass,4d10+10 ,Spec,"Burst 2 or Close Blast 3, Full Action, Reckless","Unless the Weather is Sunny, the user loses a Tick of Hit Points per Combatant that took Damage from Chloroblast. Smite. Spirit Surge."
Cotton Cloak,Scene x2,3,Grass,,Status,"6, 1 Target or Self, Coat, Versatile","The Target gains a Cotton Coat. If the Target is an enemy, the coat is automatically expended upon being hit by a Flying or Fire Type Damaging Attack, the resulting Attack is increased by one damage step. If the Target is an ally or the user, the coat may be expended as a Free Action to have a Physical Attack that hits the Target deal one step resisted damage.  "
Cotton Guard,Scene,/,Grass,,Status,"Self, Shield, Trigger","If the user or an Adjacent Ally is hit by an Attack, the user may use Cotton Guard as a Standard Action + Reaction. The user and all Adjacent Targets resist the Attack by an additional Damage Step. Additionally if the Attacker was Adjacent to the user, they become Blinded, which can only be cured by using a Movement Action.."
Cotton Shower,Scene x2,/,Grass,,Status,"Blessing, Versatile","Blessing – Any user affected by Cotton Shower may activate it as a Swift Action to gain +1 Combat Stage in any Stat of their Choosing. If the benefiting combatant is Grass Type, they may instead activate it once during their Turn as a Free Action. Cotton Shower may be Activated 3 times, and then disappears."
Cotton Spore,EOT,7,Grass,,Status,"Burst 1, Versatile","All Targets become Blinded until the end of their next Turn. A target cannot be Blinded by Cotton Spore more than once per Scene. If this Attack Misses, they instead have a -2 Penalty to their next Accuracy Roll. Spirit Surge. "
Drum Beating,EOT,6,Grass,2d8+10 ,Phys,"3, 2 Targets, Groundsource, Sonic","The user may expend a Movement Action to give this Attack the Smite Keyword."
Energy Ball,EOT,4,Grass,2d10+10 ,Spec,"8, 1 Target","On a roll of 17+, the Target loses -1 CS in Special Defense. Smite"
Floral Burst,Scene x2,6,Grass,2d8+10 ,Spec,"Burst 1, Full Action, Groundsource ","If the Field is affected by an Grass Attack or the Weather is Sunny, Floral Burst may increase its Burst Range by up to +2. Smite"
Flower Trick,EOT,3,Grass,2d6+10 ,Phys,"6, 1 Target","If the user hit the Target with a Maneuver this Round, this has the Sureshot Keyword. Flower Trick is a Critical Hit on a roll of 17+. "
Forest's Curse,Scene x2,6,Grass,,Status,"6, 1 Target","The Target becomes Cursed. While Cursed this way, Grass Type Attacks have the Sureshot and Unstoppable Keyword when Targeting only them. If the Weather is Foggy, the Target cannot apply Stat Evasion against this Attack"
Frenzy Plant,Scene,8,Grass,4d10+10 ,Spec,"5, 3 Targets, Full Action, Groundsource","All Targets of Frenzy Plant become Slowed. On a roll of 17+, they cannot use a Movement Action during their next Turn. Smite, Spirit Surge"
Giga Drain,Scene x2,5,Grass,2d10+10 ,Spec,"6, 1 Target ","Drain."
Grass Knot,EOT,3,Grass,,Spec,"6, 1 Target ","On a roll of 18+, the Target is Tripped. Grass Knot's Damage Base is equal to 3 plus the Target's Weight Class Value. "
Grass Pledge,Scene x2,6,Grass,2d8+10 ,Spec,"Burst 1","On a roll of 15+, the Target becomes Slowed. If an Ally has used a Grass Type Attack since your last turn, this Attack’s range can become Burst 2 and has the Full Action and Friendly Keyword."
Grass Whistle,Scene x2,5,Grass,,Status,"6, 1 Target, Sonic, Versatile","The Target becomes Drowsy or Entranced. On a Miss, they instead become Vulnerable until the end of the Round. Spirit Surge."
Grassy Glide,EOT,4,Grass,2d6+8 ,Phys,"Melee, Dash ","If the Dash Keyword is Activated, this can gain either the Pass or Unstoppable Keyword."
Grassy Terrain,Scene x2,/,Grass,,Status,"Field, Versatile","The field becomes Floral for the next 5 Rounds. While the field is Floral, Combatants restore a Tick of Hit Points at the start of their Turn, and Grass Type attacks ignore Speed Evasion."
Grav Apple,EOT,4,Grass,2d8+10 ,Phys,"6, 1 Target","On an Even Roll, all Targets become Poisoned. On an Odd Roll, all Targets lose -2 CS in Defense."
Horn Leech,Scene x2,3,Grass,2d8+10 ,Phys,"Melee, 1 Target","Drain."
Ingrain,Scene x2,/,Grass,,Status,"Self, Coat, Versatile","The user gains an Ingrain Coat. While affected by this Coat, they recover a Tick of Hit Points at the start of each Turn. This Coat may be expended as a Standard Action to gain 5 Ticks of Hit Points and become cured of a Physical Affliction."
Ivy Leech,Scene,6,Grass,,Status,"3, 3 Targets, Coat, Versatile","All Targets gain an Seeded Coat. When a Combatant with an Seeded Coat ends their Turn, they lose two Ticks of Hit Points and the Combatant who inflicted the Coat gains a Tick of Temporary Hit Points.  "
Leaf Blade,EOT,6,Grass,2d8+10 ,Phys,"Melee, Pass","Leaf Blade is a Critical Hit on a roll of 18+. If this Attack is used without activating the Pass Keyword, thiis has the Smite Keyword."
Leaf Storm,Scene,6,Grass,4d10+10 ,Spec,"8, Ranged Blast 3, Full Action, Reckless","After Damage Calculations, lower the Offensive Stat used for this Attack by -2 CS. Smite"
Leaf Tornado,EOT,5,Grass,2d6+8 ,Spec,"6, Ranged Blast 2","After this Attack resolves, create a Zone within the Range of the Attack. Enemies within this Zone are Vulnerable against Grass Type Attacks. This Zone lasts until you use a Reaction, use an Attack or Faint. Spirit Surge"
Leafage,At-Will,5,Grass,1d8+6 ,Phys,"5, 1 Target or Close Blast 2","Smite"
Leech Seed,Scene x2,3,Grass,,Status,"6, 1 Target, Coat, Versatile","The Target gains a Seeded Coat. When a Combatant with an Seeded Coat ends their Turn, they lose two Ticks of Hit Points and the Combatant who inflicted the Coat gains a Tick of Temporary Hit Points.  "
Magical Leaf,EOT,5,Grass,2d6+8 ,Spec,"8, 1 Target or Close Blast 2","If this Attack only has one Target, it has the Sureshot Keyword."
Matcha Gotcha,Scene x2,4,Grass,2d8+10 ,Spec,"4, 1 Target","On a roll of 15+, the Target becomes Burned. If the Target is Burned, this Attack has the Drain Keyword."
