Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Metronome,Scene x2,/,Normal,,Status,"Self","Metronome randomly uses any other Moveexcept for After You, Assist, Bestow, Copycat, Counter,Covet, Crafty Shield, Destiny Bond, Detect, Endure,Feint, Focus Punch, Follow Me, Helping Hand, King'sShield, Metronome, Me First, Mimic, Mirror Coat,Mirror Move, Protect, Quash, Quick Guard, RagePowder, Sketch, Sleep Talk, Snatch, Snore, Spiky Shield,Switcheroo, Thief, Transform, Trick, and Wide Guard.The GM helps to pick the random Move."
Mighty Cleave,TBD,TBD,Rock,TBD,Phys,"TBD","Wields a light blade. Hits through protect."
Milk Drink,Daily x2,/,Normal,,Status,"Melee, 1 Target","The target regains Hit Points equal to half of itsfull Hit Point value. The user may target themselveswith Milk Drink."
Mimic,Scene,/,Normal,,Status,"6, 1 Target","Choose a Move that the target has used duringthe encounter. For the remainder of the encounter, thatMove replaces Mimic on the user's Move List. Mimiccannot miss."
Mind Blown,Daily,2,Fire,4d10+10 ,Spec,"6, Ranged Blast 3, Smite","The user's Hit Points are reduced by 50% oftheir full Hit Point value. This Hit Point loss cannot beprevented or reduced in any way."
Mind Break,TBD,TBD,Psychic,TBD,Phys,"TBD","20% confuse chance."
Mind Burn,EOT,2,Psychic,,Spec,"6, 1 Target","Mind Burn burns on 17+."
Mind Reader,Scene,/,Normal,,Status,"6, 1 Target","The target becomes Read to the user until theend of the user's next turn. The user may end thiseffect when making an Attack on the user, causing thatattack to automatically hit; OR when the Read targetuses an Attack against the user, causing that attackto automatically miss. If the user has the TelepathyCapability, the user automatically succeeds on a mind-reading attempt against the target, and may listen to thetarget's surface thoughts as long as they remain Read.Mind Reader automatically misses against targets withthe Mindlock Capability."
Mind Step,EOT,/,Psychic,2d6+8 ,Phys,"Melee, 1 Target","This Move cannot miss. Beforeattacking, the user may Teleport 4 into asquare adjacent to a foe as a Shift Action."
Minimize,Scene,/,Normal,,Status,"Self","The user gains +4 Evasion, and user's size islowered to Small for the remainder of the encounter."
Miracle Eye,Scene x2,/,Psychic,,Status,"Self, Swift Action","Miracle Eye may be activated as a Swift Actionon the user's turn. For the rest of the turn, the user'sPsychic-Type Moves can hit and affect Dark-Typetargets, and the user can see through the Illusion Ability,Moves with the Illusion keyword, and effects created bythe Illusionist Capability, ignoring all effects from those."
Mirage Slam,TBD,TBD,Psychic,TBD,Phys,"TBD","A psychedelic slam that hits again in the Future."
Mirror Coat,Scene x2,/,Psychic,,Spec,"Any, 1 Target, Reaction","Mirror Coat may be used as a Reaction whenthe user is hit by a damaging Special Attack. Resolve theTriggering Attack, with Mirror Coat's user resisting theattack one step further. After the attack is resolved, ifMirror Coat's user was not Fainted, the triggering foethen loses Hit Points equal to twice the amount of HitPoints lost by the user from the triggering attack. Notethat Mirror Coat is Special, and while it cannot miss, itcannot hit targets immune to Psychic-Type Moves."
Mirror Move,Scene x2,/,Flying,,Status,"6, 1 Target, Illusion","Use the Move the target has used on their lastturn. You may choose new targets for the Move. MirrorMove cannot miss."
Mirror Shot,EOT,5,Steel,2d6+10 ,Spec,"6, Ranged Blast 2","All Legal Targets have their Accuracy lowered by-2 on 16+."
Mist,Scene x2,/,Ice,,Status,"Blessing","Effect:Blessing:Any user affected by Mist may activateit when having Combat Stages lowered by any effect; ifthey do, those Combat Stages are instead not lowered.Mist may be activated 3 times, and then disappears.:"
Mist Ball,Scene x2,2,Psychic,3d8+10 ,Spec,"12, 1 Target, Spirit Surge","Mist Ball lowers the target's Special Attack by 1Combat Stage on an Even-Numbered Roll."
Mistsplosion,TBD,TBD,Fairy,TBD,Spec,"TBD","Hit everything and faint. Powers up on Misty Terrain."
Misty Explosion,Daily,2,Fairy,3d8+10 ,Spec,"Burst 3, Friendly, Smite","The user's Hit Points are set to -50% of theirfull Hit Point value. This Hit Point loss cannot beprevented or reduced in any way. After MistyExplosion is resolved, create Misty Terrain in a Blast7, centered on the user, that lasts for 5 turns. Anycreatures in those spaces are affected as if by theField Move Misty Terrain, rather than any other FieldMove."
Misty Terrain,Daily x2,/,Fairy,,Status,"Field","The area becomes Misty for 5 turns. WhileMisty, all pokémon and Trainers standing on theground ignore the first turn of all Status Afflictions,and Dragon-type attacks targeting or originating froma grounded pokémon or Trainer take a -10 Penalty toDamage Rolls."
Molten Shield,Daily x1,/,,,Status,"","The user creates a blazing shield of fire around itself. For the next 5 turns, the user isimmune to all status conditions and its Defense and Special Defense are increased by 1 Combat Stages.Additionally, any Pokémon that makes physical contact with the user must make a Save Check (DC 12). On afailure, the contacting Pokémon is burned."
Molten Strike,TBD,TBD,Fire,TBD,Phys,"TBD","Slams the foe like a molten hammer, but lowers Speed."
Moonblast,EOT,2,Fairy,3d8+10 ,Spec,"6, 1 Target","Moonblast lowers the target's Special Attack by 1Combat Stage on 15+."
Moongeist Beam,Scene x2,2,Ghost,3d8+10 ,Spec,"Line 6","This Move ignores any Abilities that wouldcause it to fail or miss, such as Dodge or WonderGuard; those Abilities cannot be activated in responseto Moongeist Beam."
Moonlight,Daily x2,/,Fairy,,Status,"Self","The user regains Hit Points equal to half of itsfull Hit Point value. If it is Sunny, the user gains 2/3 ofits full Hit Point value. If it is Rainy, Sand Storming orHailing the user gains 1/4 of their full Hit Point value."
Morning Star,Scence x2,4,Light,,,"Close Blast 3, Smite","Morning Star Blinds Target on 18+"
Morning Sun,Daily x2,/,Normal,,Status,"Self","The user regains Hit Points equal to half of itsfull Hit Point value. If it is Sunny, the user gains 2/3 ofits full Hit Point value. If it is Rainy, Sand Storming orHailing the user gains 1/4 of their full Hit Point value."
Morph,Daily,/,Normal,,Status,"Self","The user uses the move Transform. Afterresolving the effects of Transform, the user copiesthe target's Type(s). If the user is now single typed, itmay either change that type, or add a second type ofits choice. If the user is now double typed, it mayremove one of those types, or change one of thosetypes. These changes last until the end of the Scene,or the user changes Types again."
Mortal Spin,At-Will,2,Poison,1d6+5 ,Phys,"Melee, 1 Target, Spirit Surge",""
Mould,EOT,2,Grass,2d6+10 ,Spec,"6, 1 Target","Once a Scene, if Mould's target has a StatusAffliction, you may have Mould's Damage Base be 13instead (4d10+10 / 35)."
Mountain Chunk,TBD,TBD,Ground,TBD,Phys,"TBD","Hurls a chunk of a mountain at the opponent. Can flinch."
Mountain Gale,EOT,5,Ice,3d8+10 ,Phys,"5, 1 Target","The target is Flinched on a 15+."
Mud Bath,EOT,2,Water,2d8+10 ,Physic,"Melee, 1 Target","After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget.Muddy Water can deal ground type damage if user wishes."
Mud Bomb,At-Will,4,Ground,2d6+10 ,Spec,"6, 1 Target","The target's Accuracy is lowered by -1 on 16+."
Mud Shot,At-Will,3,Ground,1d8+6 ,Spec,"4, 1 Target, Priority, Aura","If not used as a priority.The target's Speed is lowed by -1 Combat Stage."
Mud Slide,Scene x2,4,Rock,2d8+10 ,Phys,"6, Ranged Blast 3, Groundsource","Mudslide Flinches all Legal Targets on 17+."
Mud Sport,EOT,/,Ground,,Status,"Burst 2","All targets in the burst, including the user, gain aCoat which grants them 1 Step of Resistance to ElectricType Moves. After a target has been hit by a damagingElectric Type Move, the coat is removed."
Mud-Slap,At-Will,2,Ground,1d6+3 ,Spec,"3, 1 Target","The target's Accuracy is lowered by -1."
Muddy Water,EOT,5,Water,2d10+10 ,Spec,"Close Blast 2","As a Shift Action, the user may Move to anyopen square in Muddy Water's area of effect withoutprovoking any Attacks of Opportunity. On 16+, theAccuracy of all targets is lowered by 1.Muddy Water can deal ground type damage if user wishes."
Multi-Attack,Scene x2,2,Normal,3d12+10 ,Phys,"Melee, 1 Target","Multi-Attack is the same Type as the MemoryDisc, Plate, or Drive Item held."
Mystic Dance,TBD,TBD,Dragon,TBD,STATUS,"TBD","Not implemented."
Mystical Fire,EOT,2,Fire,2d6+10 ,Spec,"6, 1 Target","Mystical Fire lowers the target's Special Attackby 1 Combat Stage."
Mystical Power,Scene x2,4,Psychic,2d6+10 ,Spec,"6, 2 Targets, Spirit Surge","The user receives +1 Combat Stage in theirhighest non-HP stat."
Nasty Plot,EOT,/,Dark,,Status,"Self","Raise the user's Special Attack 2 Combat Stages."
Natural Gift,Scene,2,Normal,,Phys,"6, 1 Target, Berry","Refer to the Move Keywords Berry list. NaturalGift deals damage according to the Berry list and NaturalGift's Type is also defined there. The Berry's DigestionBuff is nullified and is not used."
Nature Power,EOT,See effect,Normal,,Status,"See Effect","Nature Power uses a Move defined by theEnviron keyword."
Nature's Madness,Scene,4,Fairy,,Spec,"4, 1 Target","The target loses 1/2 of their current Hit Points."
Needle Arm,At-Will,2,Grass,2d6+8 ,Phys,"Melee, 1 Target","Needle Arm Flinches the target on 15+."
New Moon,Daily x2,/,Dark,,Status,"Field, Weather","The weather becomes New Moon (darkness) for 5 rounds. WhileNew moon, Ghost & Dark-Type Attacks gain a +5 bonus to DamageRolls, and Light & Fairy-Type Attacks suffer a -5 Damagepenalty."
Night Daze,EOT,3,Dark,2d10+10 ,Spec,"4, 1 Target","Night Daze lowers the target's Accuracy by -1 on13+."
Night Shade,Scene x2,2,Ghost,,Spec,"8, 1 Target","The target loses Hit Points equal to the level ofNight Shade's user. Do not apply weakness or resistance.Do not apply stats."
Night Slash,EOT,2,Dark,2d6+10 ,Phys,"Melee, Pass","Night Slash is a Critical Hit on 18+"
Nightmare,Scene x2,2,Ghost,,Status,"Melee, 1 Target","Nightmare can only hit Legal Targets that areAsleep. The target gains Bad Sleep."
No Retreat,Scene,/,Fighting,,Status,"Self","The user gains +1 CS in each stat. In addition,the user may not be recalled or switched out until theend of the Scene, and counts as Slowed for thepurposes of any movement that would end furtheraway from the nearest enemy than the user started."
Noble Roar,EOT,2,Normal,,Status,"Burst 1, Sonic, Friendly, Social","Noble Roar lowers all target's Attack and SpecialAttack by 1 Combat Stage."
Nocturnal Venom,EOT,3,Poison,1d6+3 ,Spec,"Range 4 , 1 target",""
Noxious torque,EOT,2,Poison,3d8+10 ,Phys,"Melee, 1 Target",""
Nuzzle,Scene,2,Electric,1d6+3 ,Phys,"Melee, 1 Target","Nuzzle Paralyzes the target."
Oblivion Wing,Daily,2,Flying,2d8+10 ,Spec,"Melee, 1 Target","The user gains Hit Points equal to OblivionWing's Damage Roll."
Obscured Shot,TBD,TBD,Dark,TBD,Spec,"TBD","Strikes first if the foe is preparing an attack."
Obstruct,Scene,/,Dark,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may useObstruct. The user is instead not hit by the Move. Youdo not take any damage nor are you affected by anyof the Move's effects. In addition, if the triggeringattack was Melee ranged, the attacker's Defense islowered by 2 Combat Stages."
Occult Razor,Scene,5,Psychic,3d10+10 ,Phys,"Melee, 1 Target","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Suppressed for 1 full round."
Octazooka,At-Will,3,Water,2d6+10 ,Spec,"6, 1 Target","On an Even-Numbered Roll, the target'sAccuracy is Lowered by 1."
Octolock,Scene,2,Fighting,,Status,"Melee, 1 Target","The user initiates a Grapple Maneuver with thetarget, which automatically hits. If successful, untilthe user no longer has Dominance in the grapple, thetarget is Trapped and loses 1 CS in Defense andSpecial Defense at the end of each of their turns."
Odor Sleuth,Scene x2,/,Normal,,Status,"Self, Swift Action","Odor Sleuth may be activated as a Swift Actionon the user's turn. For the rest of the turn, the user'sNormal-Type and Fighting-Type Moves can hit andaffect Ghost-Type targets, and the user can see throughthe Illusion Ability, Moves with the Illusion keyword,and effects created by the Illusionist Capability, ignoringall effects from those."
Ominous Wind,EOT,2,Ghost,2d6+8 ,Spec,"6, 1 Target, Spirit Surge","On 19+, the user has each of its stats raised by +1Combat Stage."
One-Inch Punch,TBD,TBD,Fighting,TBD,Phys,"TBD","Picks a weak spot and then strikes with immense force."
Oni Fist,TBD,TBD,Dark,TBD,Phys,"TBD","An unavoidable punch that is thrown from shadows."
Order up,EOT,3,Dragon,2d8+10 ,Phys,"Melee, 1 Target",""
Origin Pulse,Scene x2,5,Water,3d12+10 ,Spec,"Close Blast 3, Smite","None"
Outburst,TBD,TBD,Normal,TBD,Spec,"TBD","Severe special damage but makes the user faint."
Outrage,Scene x2,3,Dragon,3d12+10 ,Phys,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enragedand Confused."
Overdrive,EOT,2,Electric,2d8+10 ,Spec,"","Cone 2, Sonic"
Overgrowth,EOT,/,Grass,,Status,"Self","Raise the user's Defense 1 Combat Stage andraise the user's Special Defense 1 Combat Stage."
Overheat,Scene,4,Fire,4d10+10 ,Spec,"8, Ranged Blast 3, Smite","Lower the user's Special Attack 2 Combat Stagesafter damage."
Pain Split,Daily x2,/,Normal,,Status,"4, 1 Target","The user and the target both lose 1/2 of theircurrent Hit Points. Add the amount of Hit Points theuser and the target lost together, and divide the valueby 2. Both the target and the user gain Hit Points equalto this value. Do not add Injuries from Pain Split fromHit Point Markers until the full effect of the Move hasbeen resolved. Pain Split never causes Massive Damage.Hit Point loss from Pain Split cannot be prevented inany way"
Parabolic Charge,Scene,4,Electric,1d8+8 ,Spec,"Cone 2","After the targets take damage, the user gains HitPoints equal to half of the total damage they dealt to alltargets."
Parting Shot,At-Will,2,Dark,,Status,"6, 1 Target, Social","If Parting Shot successfully hits, the target'sAttack and Special Attack stats are lowered by oneCombat Stage and the user is immediately recalledin the same turn. A new pokémon may immediatelybe sent out. Using Parting Shot lets a Trapped user berecalled."
Party Favors,TBD,TBD,Fairy,TBD,Phys,"TBD","Damages the foe and heals allies."
Pay Day,Daily,2,Normal,1d8+6 ,Phys,"Cone 2","Pay Day scatters metal coins equal in value to1d8 times the user's level. If it is a trainer battle, thewinner of the battle gets to pick up the coins."
Payback,EOT,2,Dark,1d8+8 ,Phys,"Melee, 1 Target","If the target hit the user with a Damaging Moveon the previous turn, Payback has a Damage Base of 10(3d8+10 / 24) instead."
Pebble Shower,TBD,TBD,Rock,TBD,Spec,"TBD","20% chance to flinch. Hits both targets."
Peck,At-Will,2,Flying,1d8+6 ,Phys,"Melee, 1 Target","None"
Penance,Daily x1 Quick Action,/,Light,,Status,"","Apply Mirror Coat to user until the effect is fired. Mirror coat = Upon receiving adecrease statmove,decrease the attacker's stats instead of the user's"
Perish Song,Daily,/,Normal,,Status,"Burst 15, Sonic","Perish Song cannot miss. All targets, includingthe user, receive a Perish Count of 3. At the beginning ofeach of the target's turns, their Perish count is lowered by1. Once a Perish Count reaches 0, set the Pokémon's HitPoints to 0. A Perish Count disappears if a target returnsto their Poké Ball, Takes a Breather, or is knocked out.Perish Song never causes Massive Damage."
Pestilence,Daily x2,5,Poison,3d12+10 ,Spec,"6, 1 Target, Smite","Gunk Shot Poisons the Target on 15+."
Petal Blizzard,EOT,2,Grass,2d10+10 ,Phys,"Burst 1","None."
Petal Dance,Scene x2,3,Grass,3d12+10 ,Spec,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enragedand Confused."
Phantom Encore,Daily,2,,,Status,"","The User Copies the target's attacking move as an interrupt. If the original move was a SpecialAttack, Phantom Encore's uses the move's damage base +5 with recoil 1/3.Aditionnally the user may choose between the original type and ghost type for the damage calculation"
Phantom Force,Scene x2,2,Ghost,2d10+10 ,Phys,"","Melee, 1 Target, Set-Up"
Phantom Glove,TBD,TBD,Ghost,TBD,Phys,"TBD","Not done yet."
Phootnic Impact,EOT,/,Light,,,"Melee, Dash","Photonic Impact flinches on 19+"
Photon Beam,EOT,2,Light,,,"5 Line","Photon Beam lowers target's special defense on a 17+ roll."
Photon Blast,At-Will,7,Light,,,"Blast 2","Photon Blast blinds on 17+."
Photon Geyser,Scene,2,Psychic,3d8+10 ,Spec,"Burst 2","This attack uses the highest of the user'sAttack or Special Attack Stat, though it remains aSpecial Move. This Move ignores any Abilities thatwould cause it to fail or miss, such as Dodge orWonder Guard; those Abilities cannot be activated inresponse to Photon Geyser."
