Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Smack Down,Scene x2,2,Rock,1d8+8 ,Phys,"8, 1 Target","The target is knocked down to ground level, andloses all Sky or Levitate Speeds for 3 turns. During thistime, they may be hit by Ground-Type Moves even ifnormally immune."
Stone Axe,EOT,4,Rock,2d6+10 ,Phys,"Melee, 1 Target","Stone Axe is a critical hit on an 18+. Once perscene, on a hit, the target may be put in a Vortex."
Stone Edge,EOT,5,Rock,3d8+10 ,Phys,"8, 1 Target","Stone Edge is a Critical Hit on 17+."
Strength,EOT,2,Rock,2d8+10 ,Phys,"Melee, 1 Target, Push","You may immediately initiate a Push Maneuveras a Free Action. The Maneuver automatically hits, butyou must still make the Opposed Roll."
Rock Polish,EOT,/,Rock,,Status,"Self","Raise the user's Speed 2 Combat Stages."
Sandstorm,Daily x2,/,Rock,,Status,"Field, Weather","The weather changes to a Sandstorm for 5rounds. While it is Sandstorming, all non-Ground,Rock, or Steel Type pokémon lose a Tick of Hit Pointsat the beginning of their turn."
Stealth Rock,Scene,/,Rock,,Status,"Field, Hazard","Set 4 square meters of Stealth Rock hazardswithin 6 meters. If a foe moves within 2 meters of aspace occupied by Rocks, move at most one Rock to theoffender, then destroy the Rock. When that happens,the Stealth Rock causes a foe to lose a Tick of Hit Points.Stealth Rock is considered to be dealing damage;Apply Weakness and Resistance. Do not apply stats. Apokémon who has been hit by a Stealth Rock Hazardcannot get hit by another in the same encounter until itis returned to a Poké Ball and then sent back out."
Tar Shot,Scene,2,Rock,,Status,"Cone 2","The target gains a Coat that is automaticallyexpended upon being hit with a Fire Type attack inorder to make them one step more vulnerable to thatattack. In addition, the target's Speed is lowered by 1CS."
Volcalith,Scene,5,Fire,2d8+10 ,Spec,"6, 1 Target","The target is put in a Vortex;"
Wide Guard,Scene,/,Rock,,Status,"Burst 1, Interrupt, Shield, Trigger","If an Ally adjacent to Wide Guard's user is hitby a Move, you may use Wide Guard as an Interrupt.All targets adjacent to Wide Guard's user, including theuser, are instead not hit by the triggering Move and donot suffer any of its effects."
Anchor Shot,EOT,2,Steel,2d8+10 ,Phys,"Melee, 1 Target","The Target is Trapped for 2 rounds. AnchorShot may only be used from the user's Anchor Token."
Behemoth Bash,Scene x2,2,Steel,3d8+10 ,Phys,"Melee, 1 Target","The DB of Behemoth Bash increases by +2 foreach positive CS the target has, to a maximum of DB20."
Bullet Punch,At-Will,2,Steel,1d8+6 ,Phys,"Melee, 1 Target, Priority","None."
Doom Desire,Scene x2,/,Steel,4d10+15 ,Spec,"10, 1 Target","Doom Desire does nothing on the turn it is used.At the end of the user's next turn, Doom Desire hits,even if the user is no longer on the field. Doom Desirecannot miss."
Doubled Edged Blade,Daily x1,/,,,Status,"","For the next 5 turns all cutting moves from user (sharpness boosted moves) gain DB+4 and recoil1/3."
Double Iron Bash,Scene x2,2,Steel,2d6+8 ,Phys,"Melee, 1 Target, Double Strike","Double Iron Bash Flinches the targets on 15+.This move is affected by Iron Fist."
Excalibur,Scene x2,4,Steel,,,"Melee, 1 Target","When calculating Weakness and Resistance for"
Flash Cannon,EOT,2,Steel,2d8+10 ,Spec,"6, 1 Target","Flash Cannon lowers the target's Special Defenseby 1 Combat Stage on 17+."
Gear Grind,EOT,3,Steel,1d8+8 ,Phys,"Melee, 1 Target, Double Strike","None"
Gigaton Hammer,Scene x2,4,Steel,5d10+20 ,Phys,"Melee, 1 Target","The user becomes Vulnerable for one whole round after using Gigaton Hammer, Gigaton Hammer'sFrequency cannot be increased, and it cannot be made to be used as a Priority Move. (this move also maynot be paired with)"
Glint,EOT,2,Steel,1d8+8 ,Spec,"5, 1 Target",""
Gyro Ball,Scene x2,2,Steel,2d6+8 ,Phys,"6, 1 Target","The target reveals their Speed Stat (includingCombat Stages). If it is higher than the user's (again,including Combat Stages), subtract the user's SpeedStat from the target's, and apply the difference as BonusDamage."
Heavy Slam,EOT,2,Steel,1d8+6 ,Phys,"Melee, 1 Target","For each weight class the user is above the target,increase Heavy Slam's damage base by +2."
Iron Fangs,EOT,2,Steel,2d10+10 ,Phys,"Melee, 1 Target","Effect:Effect:Light Screen,Reflect,Aurora Veil etc may not be activated inresponse to Iron Fangs.:"
Iron Head,EOT,2,Steel,2d8+10 ,Phys,"Melee, 1 Target, Dash","Iron Head Flinches the target on 15+."
Piston Punch,Daily x1,4,Steel,3d10+10 ,Phys,"Melee, 1 Target, Dash, Priority","None"
Iron Tail,Scene x2,6,Steel,3d8+10 ,Phys,"Melee, 1 Target, Smite","Iron Tail lowers the target's Defense 1 CombatStage on 15+."
Iron Maiden,Daily,6,Steel,,Phys,"","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Vulnerable for one full round."
Iron-Willed Edge,Scene x2,3,,,Phys,"Melee, 1 Target","Iron-Willed Edge deals damage and boosts the user's Defense by 1 Combat Stage if it successfully"
Magnet Bomb,EOT,/,Steel,2d6+8 ,Phys,"8, 1 target","Magnet Bomb cannot miss."
Make It Rain,Daily,2,Steel,3d12+10 ,Spec,"Cone 2",""
Metal Burst,Scene,/,Steel,,Phys,"Burst 1","Metal Burst causes all targets in the burst to loseHit Points equal to the total amount of direct Damagethe user has taken since the beginning of this Round.Metal Burst cannot miss."
Metal Claw,At-Will,3,Steel,1d8+8 ,Phys,"Melee, 1 Target, Spirit Surge","Raise the user's Attack 1 Combat Stage on 18+."
Metal Overload,Scene x2,4,Steel,3d12+10 ,Phys,"Melee, 1 Target.","Prevents target from using the same move for the next two turn."
Meteor Mash,EOT,4,Steel,2d10+10 ,Phys,"Melee, 1 Target, Dash, Spirit Surge","Raise the user's Attack 1 Combat Stage on 15+."
Mirror Shot,EOT,5,Steel,2d6+10 ,Spec,"6, Ranged Blast 2","All Legal Targets have their Accuracy lowered by-2 on 16+."
Quicksilver,At-Will,2,Steel,1d6+5 ,Spec,"4, 1 Target, Priority, Aura","Quicksilver poisons the target on 18+"
Smart Strike,EOT,/,Steel,2d6+10 ,Phys,"Melee, 1 Target","Smart Strike cannot miss."
Spin Out,EOT,2,Steel,3d8+10 ,Phys,"Burst 1",""
Steel Beam,Daily,3,Steel,4d10+15 ,Spec,"Cone 3, Smite","The user's Hit Points are reduced by 50% oftheir full Hit Point value. This Hit Point loss cannot beprevented or reduced in any way."
Steel Cutter,EOT,2,Steel,2d8+10 ,Phys,"Melee, 1 Target","On 17+ , Steel Cutter is a critical hit. This move Uses the highest of ATK or SP. ATK of user tocalculate damage (damage is still physical)."
Steel Roller,Daily x2,2,Steel,4d10+10 ,Phys,"Melee, Pass, Dash, Smite, Spirit Surge","Legal targets hit by Steel Roller are Tripped ona roll of 15+. Any Hazards in spaces Passed through oradjacent to those spaces are removed (they areremoved before they can affect the user). If the usermoves through an area of Terrain, or a Field-rangeTerrain is active, those effects immediately end."
Steel Wing,At-Will,3,Steel,2d6+10 ,Phys,"Melee, 1 Target, Pass, Spirit Surge","Raise the user's Defense 1 Combat Stage on 15+."
Steel Surge,Scene x2,4,Steel,1d8+6 ,Phys,"4m,1 Target","Set 8 square meters of Steel Spikes within Target range,all 8 meters must be adjacent with at least one otherspace of Steel Spikes. Steel Spikes cause terrain to count as SlowTerrain, and a grounded foe that runs into the hazardswill lose a Tick of Hit Points and become Slowed untilthe end of their next turn."
Sunsteel Strike,Scene x2,2,Steel,3d8+10 ,Phys,"Close Blast 2","This Move ignores any Abilities that wouldcause it to fail or miss, such as Dodge or WonderGuard; those Abilities cannot be activated in responseto Sunsteel Strike."
Zantetsuken,Scene,5,Steel,3d10+10 ,Phys,"Melee, 1 Target","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Vulnerable for one full round."
Autotomize,EOT,/,Steel,,Status,"Self","For the remainder of the Encounter, the user'sWeight Class is one value lower, to a minimum of 1. Ifthe user can, the user's Speed is raised by +2 CombatStages."
Gear Up,,Scene x2,Steel,,Status,"Burst 4","All targets that are Steel-Typed receive +1Attack and Special Attack Combat Stages"
Iron Defense,EOT,/,Steel,,Status,"Self","Raise the user's Defense 2 Combat Stages."
King's Shield,Scene,/,Steel,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by an attack, the user may useKing's Shield. The user is instead not hit by the Move.You do not take any damage nor are you affected by anyof the Move's effects. In addition, if the triggering attackwas Melee ranged, the attacker's Attack is lowered by 2Combat Stages."
Metal Sound,EOT,4,Steel,,Status,"Burst 2, Friendly, Sonic","All Legal Targets have their Special Defenselowered 2 Combat Stages."
Shelter,,Scene,Steel,,Status,"Self","The user gains +1 CS in Defense and SpecialDefense, and +2 Evasion."
Shift Gear,Scene x2,/,Steel,,Status,"Self","Raise the user's Attack 1 Combat Stage and raisethe user's Speed 2 Combat Stages."
Thungsten Armor,Daily,/,Steel,,Status,"Self, Interrupt","User becomes immune to critical hits and statues for 5 turns. Increases DEF and SP. DEF by 2combat stage"
Aqua Cutter,EOT,2,Water,2d6+10 ,Phys,"Melee, Pass, Slice",""
Aqua Fang,Scene,3,Water,3d8+10 ,Phys,"Melee, 1 Target","Aqua Fang Flinches on 18+"
Aqua Jet,At-Will,2,Water,1d8+6 ,Phys,"Melee, 1 Target, Priority","None"
Aqua Step,EOT,2,Water,2d8+10 ,Phys,"Melee, 1 Target",""
Aqua Tail,EOT,4,Water,2d10+10 ,Phys,"Melee, Pass","None"
Brine,Scene x2,2,Water,2d6+10 ,Spec,"6, 1 Target","If the target's Hit Points are under 50%, Brine'sDamage Base is increased to Damage Base 13 (4d10+10/ 35)."
Bubble,At-Will,2,Water,1d8+6 ,Spec,"Burst 1","Bubble lowers the target's Speed on 16+."
Bubble Beam,At-Will,2,Water,3d6+10 ,Spec,"4, 1 Target","Bubble Beam lowers the target's Speed on 18+."
Chilling Water,EOT,2,Water,1d8+8 ,Spec,"5, 1 Target",""
Chomp,EOT,2,,2d10+10 ,Phys,"Melee , 1 target , Priority","None"
Crabhammer,EOT,4,Water,3d8+10 ,Phys,"Melee, 1 Target","Crabhammer is a Critical Hit on 18+."
Dive,Scene x2,2,Water,2d8+10 ,Phys,"","Burst 1, Set-Up, Full Action"
Deathroll,Scene,3,Water,3d8+10 ,Phys,"Melee, 1 Target","Deathroll confuses target's Defense 1 CombatStage on 18+. Deathroll also ignores opponent stat changes"
Fishious Rend,Scene x2,2,Water,2d10+10 ,Phys,"Melee, 1 Target","Against targets with a lower initiative thathave not yet acted this round, Fishious Rend deals +10damage."
Flip Turn,At-Will,2,Water,2d6+8 ,Phys,"Melee, 1 Target, Dash","If Flip Turn successfully hits its target, the userdeals damage and then immediately is returned to itsPoké Ball in the same turn. A New pokémon mayimmediately be sent out. Using Flip Turn lets aTrapped user be recalled."
Foam Torrent,EOT,2,Water,2d10+10 ,Spec,"4, 1 Target","Lower targets speed on 15+. Uses Physical attack for damage calculation (but still doesspecial damage.)"
Guardian's Tide,EOT,/,Water,,Spec,"","Guardian's Tide the heals the user for 1/4 of itsmaximum HP on 18+ if used in misty Terrain it heals on 16+ Instead."
Hydro Cannon,Daily x2,4,Water,4d10+20 ,Spec,"Line 9, Smite, Exhaust","None"
Hydro Pump,Scene x2,4,Water,3d10+10 ,Spec,"6, 1 Target, Push","The target is pushed away from the user 3 meters."
Jet Punch,EOT,2,Water,2d6+8 ,Phys,"Melee, 1 Target, Dash, Priority",""
Liquidation,EOT,2,Water,2d10+10 ,Phys,"Melee, 1 Target","The target's Defense is lowered by 1 CombatStage on a 17+."
Muddy Water,EOT,5,Water,2d10+10 ,Spec,"Close Blast 2","As a Shift Action, the user may Move to anyopen square in Muddy Water's area of effect withoutprovoking any Attacks of Opportunity. On 16+, theAccuracy of all targets is lowered by 1.Muddy Water can deal ground type damage if user wishes."
Mud Bath,EOT,2,Water,2d8+10 ,Physic,"Melee, 1 Target","After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget.Muddy Water can deal ground type damage if user wishes."
Octazooka,At-Will,3,Water,2d6+10 ,Spec,"6, 1 Target","On an Even-Numbered Roll, the target'sAccuracy is Lowered by 1."
Origin Pulse,Scene x2,5,Water,3d12+10 ,Spec,"Close Blast 3, Smite","None"
Pressure Wash,EOT,/,Water,,Spec,"","Pressure Wash crits on 17+"
Razor Shell,EOT,3,Water,2d8+10 ,Phys,"Melee, 1 Target, Dash","Razor Shell lowers the Target's Defense 1 CombatStage on an Even-Numbered Roll."
Sacred Aqua Veil,Daily x2,/,Water,,Status,"Self","The user summons a sacred veil of pure water that covers the User . This moveremoves all status conditions from the user for 5 turns. During this period the user resistsFire & Dark Types moves one step further. Additionally, for the fullduration of the veil user crit range increased by +2."
Scald,Scene x2,2,Water,2d8+10 ,Spec,"5, 1 Target","Scald Burns the target on 15+."
Snipe Shot,EOT,2,Water,2d8+10 ,Spec,"8, 1 Target","Snipe Shot is a Critical Hit on 18+. This Movemay not be Intercepted, nor may any Abilities, Moves,or Features be activated to change this Move's target.Any of those existing effects (such as Follow Me) fail."
Sparkling Aria,EOT,2,Water,2d10+10 ,Spec,"Melee, 2 Targets","When you hit a target with Sparkling Aria, theuser may choose to deal no damage and instead curethat target of Burn, Confusion, Infatuation, or Rage."
Steam Eruption,Scene,3,Water,3d10+10 ,Spec,"Close Blast 3, Smite","Steam Eruption burns all legal targets on a 15+."
Surf,EOT,2,Water,2d10+10 ,Spec,"Line 6","As a Shift Action, the user may Move to anyopen square in Surf's area of effect without provokingany Attacks of Opportunity."
Tidal Fortress,Daily x1,/,,,Status,"","For the next 3 turrns every time the user is hit by a move roll a die (20)From 2 to 10 user uses life dew on itself"
Triple Dive,EOT,2,Water,1d6+5 ,Physicalbat Stage.,"Melee, 1 Target",""
Water Gun,At-Will,2,Water,1d8+6 ,Spec,"4, 1 Target","None"
Water Pledge,Scene x2,2,Water,2d8+10 ,Spec,"6, 1 Target, Pledge","If an ally uses Fire Pledge or Grass Pledge,you may use Water Pledge as Priority (Advanced)immediately after their turn to target the same foe. Ifused in conjunction with Fire Pledge, a Rainbow iscreated that lasts for 5 rounds. If used in conjunctionwith Grass Pledge, the target and all foes adjacent tothe target are slowed and have their Speed reducedby 2 Combat Stages. Consult the Pledge keyword foradditional details."
Water Pulse,At-Will,2,Water,2d6+8 ,Spec,"8, 1 Target, Aura","Water Pulse Confuses the target on 17+."
Water Shuriken,EOT,2,Water,1d6+3 ,Phys,"6, 1 Target, Five Strike, Priority","None"
Water Spout,Daily,4,Water,4d10+20 ,Spec,"Burst 1*","For each 10% of HP the user is missing, WaterSpout's Damage Base is reduced by 1. Water Spoutcreates a 1 meter burst, but also affects an area 10 meterstall straight up."
Waterfall,EOT,2,Water,2d8+10 ,Phys,"Melee, 1 Target","Waterfall Flinches the target on 17+."
Wave Crash,Scene x2,2,Water,3d12+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3","None"
Wave Dash,At-Will,2,Water,1d8+8 ,Phys,"Melee, 1 Target, Dash","The user may make the DisengageManeuver as a Free Action either rightbefore or after using this Move."
Wash Away,At-Will,2,Water,1d8+8 ,Phys,"Melee, 1 Target, Spirit Surge","Wash Away destroys all Hazards within 5meters, removes Leech Seeds, and removes the user'sTrapped or Stuck status. If Wash Away hits, the user'sresets negative stat changes ."
Whirlpool,Scene x2,4,Water,1d8+6 ,Spec,"3, 1 Target","The target is put in a Vortex."
Aqua Ring,Scene,/,Water,,Status,"Self, Coat","Aqua Ring covers the user in a Coat that heals theuser at the beginning of their turn. The user is healed aTick of Hit Points each turn."
Clamp,Static,/,Water,,Static,"","The user gains a +1 Bonus to Accuracy Rollsmade to initiate Grapple Maneuvers, and +2 to SkillChecks made to initiate Grapple Maneuvers or gainDominance. Whenever the user gains Dominance in aGrapple, the target of the Grapple loses a Tick of HitPoints."
Life Dew,Daily x2,/,Water,,Status,"Burst 1, Healing","The user and all allies in the burst regain HitPoints equal to 1/4 of their Maximum Hit Points."
Rain Dance,Daily x2,/,Water,,Status,"Field, Weather","The weather becomes Rainy for 5 rounds. WhileRainy, Water-Type Attacks gain a +5 bonus to DamageRolls, and Fire-Type Attacks suffer a -5 Damage penalty."
Soak,Daily,2,Water,,Status,"5, 1 Target","The target gains the Water Type in addition to itsother Types for 5 turns."
Water Sport,EOT,/,Water,,Status,"Burst 2, Coat","All targets in the burst, including the user, gaina Coat which grants them 1 Step of Resistance to FireType Moves. After a target has been hit by a damagingFire Type Move, the coat is removed."
Solar Blast,Scene x2,2,Light,3d12+10 ,Spec,"","Line 6, 1 Target, Set-Up"
Distract,At Will,2,Light,,,"Melee, Dash","The target becomes Enraged."
Dash Attack,At-Will,2,Light,,,"Melee, Dash, Priority","None"
Smite,At-Will,2,Light,,,"Melee, 1 Target","Once per Scene, this move gains +2 to its Damage Base for each fainted Pokemon in the"
Light Tail,At-Will,3,Light,,,"Melee, 1 Target","Target is pushed 6 meters minus their Weight class. On 17+ , target is Blinded"
Force Field,At-Will,4,Light,,,"Self, Burst","Next attack damage received by the user will be lowered by 5"
Barrier Bash,EOT,4,Light,,,"Melee, 1 Target, Push 2 meters","User rams the opponent with a field of energy, pushing them 2 meters away. The next"
Shining Fangs,At-Will,3,Light,,,"Melee, 1 Target","Light Fang blinds or Flinches on 18-19 during Accuracy Check; flip a coin to determine"
Etheral Claw,EOT,2,Light,,,"Melee, 1 Target","Etheral claw is a critical on 18+"
Solar Flare,EOT,3,Light,,,"4m, 1 Target","May deal fire damages if the user wishes"
White Punch,At-Will,2,Light,,,"Melee, 1 Target","White Punch blinds the target on 19+ during"
Flare Gun,EOT,2,Light,,,"line 4","Blinds on 19+"
Bright Punch,Scence x2,2,Light,,,"Melee, 1 Target","When calculating damage, the target subtracts their Special Defense instead of their"
Flash Step,At-Will,2,Light,,,"Melee, Dash","If an adjacent foe targets the user with a Damaging Attack, Flash Step may be used as an"
Light Kick,EOT,4,Light,,,"Melee, Dash, 1 Target",""
Heaven Force,Scence x2,2,Light,,,"Melee, 1 Target, Set-Up","Effect:Resolution Effect:Heaven Force user appears adjacent to any legal target on the field,ignoringMovement Capabilities, and then uses Heaven force. Heaven force cannot be avoided byMoves with the Shield Keyword, the Dodge Ability, or similar effects, and Intercepts may not beattempted in response.:"
Light blade,EOT,2,Light,,,"Melee, Pass","Light Blade is a critical hit on 18+"
Light Up,Scene x2,2,,,Spec,"8, 1 Target","Light Up has a chance to burn the target on 17+. It may does fire Damage if the User"
Photonic Rush,At-Will,2,Light,,,"Line, Dash, Recoil 1/3","None"
Phootnic Impact,EOT,/,Light,,,"Melee, Dash","Photonic Impact flinches on 19+"
Justispear,Scene x2,/,Light,,,"Melee, 1 Target","Justispear cannot miss"
Glimmer Wing,Scence x1,6,Light,,,"Melee, 1 Target",""
Shield Breaker,Scence x2,8,Light,,PhsyicalDamage Base,"Melee, 1 Target, Smite","Light Screen,Reflect,Aurora Veil etc may not be activated in"
Photonic Bite,EOT,3,Light,,,"Melee, 1 Target","Photonic bite lowers Defense on 18+ and uses target's special defense for damage"
Solar Sword,Scence x2,4,Light,,,"Melee,1 Target","The target is burnt on 18+."
Plasma Charge,Scence x1,2,Light,,,"Melee, 1 Target, Dash","Plasma Charge blinds target on 18+."
Gleaming Rush,Scene x2,6,Light,,,"Melee, 1 Target, Dash","Gleaming Rush Paralyzes on 18+. This move may Deal Electric damage if the user wishes."
Radiant Kick,EOT,3,Light,,,"Cone","If Radiant Kick DB 13 misses, the user loses 2 point of accuracy for 2 turns. A failure"
Angel Ring,Scene x2,4,Light,1d8+6 ,Spec,"3, 1 Target","The target is put in a Vortex."
Flash,At-Will,2,Light,,,"Burst","Lower precision by 1 stage on 18+."
Laser Beam,At-Will,4,Light,,,"Line 6","Laser Beam blinds target on 17+"
Strobe,At-Will,2,Light,,,"Range 6, 1 Target","Strobe DB 5 confuses the target on 19+."
Dazzle,Scene x2,3,Light,,,"Cone Blast 2","Dazzle blinds the target on 18+"
Burst Light,EOT,2,Light,,,"Burst 2","Blind the target on roll 19+"
Shining Ray,EOT,3,Light,,,"Line 5","None"
Sparkling Flare,EOT,2,Light,,,"Burst 1, Spirit Surge","After Sparkling Flare has resolved, the user"
Star Daze,EOT,2,Light,,,"5m, 1 Target, Spirit Surge","After Star Daze has resolved, the user"
Solar Force,Scence x2,2,Light,,,"Burst 2, Groundsource,","Damage up to Base 9 during sunny weather."
Radiant Force,Scence x2,2,Light,,,"Burst 2, Groundsource","Under Light Terrain this move Frequency is EOT (but this move can't be used again after"
Beam Spam,Scene x2,4,Light,,,"6, 1 Target","This move does damage over time like a vortex effect without trapping. (to escape the"
Blinding Slash,EOT,2,Light,,,"Melee","Blinds Target on a 17+ ."
Radiant Burst,EOT,2,Light,,,"All Cardinally Adjacent Target","Blinds Target on 18+."
Shining Nova,EOT,2,Light,,,"8, 1 Target, Aura","Shining Nova DB 8 blinds the target on 18+"
Heaven's Punishment,EOT,/,Light,,,"8, 1 Target","Heaven's Punishment blinds the target on 17+."
Lightray Pulse,EOT,2,Light,,SpecialDamage Base,"5, 1 Target","Lightray Pulse blinds on the target on 18+"
Coming of Light,Scence,6,Light,,,"8 range, Blast","Coming of light blinds the target on a 16+"
Photon Beam,EOT,2,Light,,,"5 Line","Photon Beam lowers target's special defense on a 17+ roll."
Laser Vision,Scence x2,2,Light,,,"5,1 Target","Laser Vision DB 8 Burns the target on 15+"
Rainbow Beam,Scence x2,4,Light,,,"Line 5","Rainbow Beam lowers target ATK by 1 CS on a roll of 17+."
Bright Bolt,EOT,2,Light,,,"4, 1 Target","Bright bold blinds the target on 19+."
Light Pulse,Scence x2,2,Light,,,"Cone 2","Light Pulse lowers target's special defense on 19+."
Morning Star,Scence x2,4,Light,,,"Close Blast 3, Smite","Morning Star Blinds Target on 18+"
Light Beam,Scence x2,6,Light,,,"Line 5","Light Beam Blinds Target on 18+"
Solar Laser,Scence x2,6,Light,,,"6","Damage Base +2 Under the sun"
Shining Storm,EOT,2,Light,,Spec,"Burst 1, Spirit Surge","After Shining Storm Force is resolved, you maycreate Light Terrain in a Blast 7, centered on theuser, that lasts for 5 turns. Any creatures in thosespaces are affected as if by the Field Move LightTerrain, rather than any other Field Move. This Effectmay trigger only once per Scene."
Shining Comet,Scence x2,2,Light,,,"Blast 3, Set-Up","If the weather is not Shining terrain, the user's turn ends. If the weather is Shining"
Rainbow Ring,Daily x2,7,Light,,,"Melee, Multiple Targets","Create a ring of colors around the user for 1 turn. Lowers all stats on 20+."
Photon Blast,At-Will,7,Light,,,"Blast 2","Photon Blast blinds on 17+."
Eternal Light,Daily x2/em>,4,Light,,,"10, 1 Target, Exhaust, Smite","None"
Infinity Beam,Daily x2,4,Light,,,"8, 1 Target,","The target is blind on 15+."
Cleasing Light,Scene x2,/,Light,,Status,"","The Combat Stages of the user and all Pokémon and Trainers in the encounter are set totheirdefault state (usually 0)."
Radiant Shield,,/,Light,,Status,"","Effect:Blessing - Any user affected by radiant shield may activate it when receiving Damage toresistthe Damage one step. Radiant shield may be activated 2 times, and then disappears.Special:radiant shield can only be used when the user is in Light field. The Blessings persist:"
Flash Heal,Daily x2,/,Light,,Status,"","The user and all allies in the burst regain Hit Points equal to 1/4 of their Maximum HitPoints.Can't use when Darkness weather is active"
Shining Terrain,Daily x2,/,Light,,Status,"","The area becomes Shining (light terrain) for 5 turns. WhileShining, all pokémon and Trainers standing on theground gain +1 accuracy,and Ghost % Dark-type attacks targeting or originating froma grounded pokémon or Trainer take a -10 Penalty toDamage Rolls."
Solar Therapy,Daily x2,/,Light,,Status,"","The user regains Hit Points equal to half of its full Hit Point value. If it is Lightfield, theuser gains 2/3 of its full Hit Point value. If it is Darkness field or at night the user gains1/4 oftheir full Hit Point value"
Heal Charge,Daily x2,/,Light,,Status,"","An allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Points andincreaseits defense by 1 combat stage. Can't use when Darkness weather is active"
Light of Truth,Daily x1,4,Light,,Status,"","Blinds the target"
Crimson Glow,EOT,/,Light,,Status,"","Raise the user's Special Attack 2 Combat Stage."
Soothing Light,Scence x2,2,Light,,Status,"","Lowers ATK and SPD of target by 1 combat stage"
Corona,Daily x1,/,Light,,StatusDamage Base,"","Corona cannot miss. All targets, including"
Halo,Daily x2,/,Light,,Status,"","Apply Pallium Coat to the user for 5 turns . Pallium coat = negate secondary effect ofenemyattacks"
Gleam,At-Will,2,Light,,Status,"","A shining gleam from the user lowers the target's accuracy -2."
Sacred Light,2x Daily,/,Light,,Status,"","The user and all allies in the burst regain Hit Points equal to 1/2 of their Maximum HitPoints and heal all statues. The User and allies also gain +1 accuracy bonus until the end ofthe encounter."
Shimmer,2x Daily,/,Light,,Status,"","Blind the selected target by a shower of sparkles. Blind targets in the area around thetarget on17+"
Penance,Daily x1 Quick Action,/,Light,,Status,"","Apply Mirror Coat to user until the effect is fired. Mirror coat = Upon receiving adecrease statmove,decrease the attacker's stats instead of the user's"
Retribution,Daily x1 Quick Action,/,Light,,Status,"","Apply Diffracting coat to user for 1 turn. Diffracting coat = Any attack on user isredirectedto everyone around with double power on a accuracy check of 6+"
